DateTime,PA07:NO2,PA07:NO,PA07:NOX,OBJECTID
2023/02/20 10:00:00+00,55.7,41.9,120,1214
2023/02/20 11:00:00+00,45.3,31.4,93.3,1215
2023/02/20 12:00:00+00,30.3,13.5,51.1,1216
2023/02/20 13:00:00+00,27.4,11.8,45.5,1217
2023/02/20 14:00:00+00,20.8,6.5,30.6,1218
2023/02/20 15:00:00+00,25.6,7,36.3,1219
2023/02/20 16:00:00+00,37.7,11.2,54.8,1220
2023/02/20 17:00:00+00,43.9,10.7,60.3,1221
2023/02/20 18:00:00+00,60.2,15.4,84,1222
2023/02/20 19:00:00+00,70.4,40.3,132.2,1223
2023/02/20 20:00:00+00,57.2,13.4,77.8,1224
2023/02/20 21:00:00+00,58.4,13.5,79.1,1225
2023/02/20 22:00:00+00,64,66.9,166.6,1226
2023/02/20 23:00:00+00,59.9,66.6,162,1227
2023/02/21 00:00:00+00,54.9,57.9,143.6,1228
2023/02/21 01:00:00+00,50.8,43.4,117.3,1229
2023/02/21 02:00:00+00,46.5,46,117.1,1230
2023/02/21 03:00:00+00,45.8,49.5,121.6,1231
2023/02/21 04:00:00+00,45.3,61.7,139.9,1232
2023/02/21 05:00:00+00,53.4,101,208.3,1233
2023/02/21 06:00:00+00,50.1,95.1,195.9,1234
2023/02/21 07:00:00+00,47.3,107.3,211.8,1235
2023/02/21 08:00:00+00,59,176.3,329.3,1236
2023/02/21 09:00:00+00,68.9,100.1,222.5,1237
2023/02/21 10:00:00+00,65.5,64.7,164.8,1238
2023/02/21 11:00:00+00,70.7,64.6,169.7,1239
2023/02/21 12:00:00+00,71.6,48.5,146,1240
2023/02/21 13:00:00+00,63.3,28.6,107.2,1241
2023/02/21 14:00:00+00,51.9,14.8,74.7,1242
2023/02/21 15:00:00+00,52,11.8,70.2,1243
2023/02/21 16:00:00+00,60,8.4,73,1244
2023/02/21 17:00:00+00,68,9.2,82.1,1245
2023/02/21 18:00:00+00,69.9,6.4,79.6,1246
2023/02/21 19:00:00+00,81.8,23.7,118.2,1247
2023/02/21 20:00:00+00,,,,1248
2023/02/21 21:00:00+00,72.9,7.5,84.4,1249
2023/02/21 22:00:00+00,76.9,13,96.8,1250
2023/02/21 23:00:00+00,73.1,16.4,98.3,1251
2023/02/22 00:00:00+00,70.7,44.6,139,1252
2023/02/22 01:00:00+00,60.4,12.6,79.7,1253
2023/02/22 02:00:00+00,60.9,38.4,119.8,1254
2023/02/22 03:00:00+00,58.5,10.2,74.3,1255
2023/02/22 04:00:00+00,56.1,8.9,69.8,1256
2023/02/22 05:00:00+00,55,7.5,66.6,1257
2023/02/22 06:00:00+00,46.8,5.9,55.9,1258
2023/02/22 07:00:00+00,40.2,8.8,53.8,1259
2023/02/22 08:00:00+00,33.1,9.3,47.2,1260
2023/02/22 09:00:00+00,25.6,11.2,42.7,1261
2023/02/22 10:00:00+00,26.4,13.7,47.3,1262
2023/02/22 11:00:00+00,23.7,11.2,41,1263
2023/02/22 12:00:00+00,23.1,10.3,38.9,1264
2023/02/22 13:00:00+00,24,12.3,42.7,1265
2023/02/22 14:00:00+00,22.9,10.6,39.1,1266
2023/02/22 15:00:00+00,25.5,11.4,42.9,1267
2023/02/22 16:00:00+00,26.3,10.1,41.9,1268
2023/02/22 17:00:00+00,26.7,8,39,1269
2023/02/22 18:00:00+00,29.1,6.7,39.4,1270
2023/02/22 19:00:00+00,26,7.1,36.9,1271
2023/02/22 20:00:00+00,26.8,5.4,35,1272
2023/02/22 21:00:00+00,26.9,5.8,35.8,1273
2023/02/22 22:00:00+00,24.9,5.2,33,1274
2023/02/22 23:00:00+00,19.8,2.6,23.6,1275
2023/02/23 00:00:00+00,15.8,0.7,16.8,1276
2023/02/23 01:00:00+00,16.1,0.9,17.5,1277
2023/02/23 02:00:00+00,11.3,0.1,11.6,1278
2023/02/23 03:00:00+00,11.6,0.1,11.7,1279
2023/02/23 04:00:00+00,11.1,0.1,11.3,1280
2023/02/23 05:00:00+00,10.8,0.5,11.6,1281
2023/02/23 06:00:00+00,19.1,1.7,21.7,1282
2023/02/23 07:00:00+00,27.7,3.7,33.2,1283
2023/02/23 08:00:00+00,38.5,8.2,51.1,1284
2023/02/23 09:00:00+00,42.7,11.1,59.8,1285
2023/02/23 10:00:00+00,49.2,22.8,84.1,1286
2023/02/23 11:00:00+00,43.2,19.8,73.6,1287
2023/02/23 12:00:00+00,39.5,15.8,63.6,1288
2023/02/23 13:00:00+00,42.3,13.5,63.1,1289
2023/02/23 14:00:00+00,44.1,14.8,66.8,1290
2023/02/23 15:00:00+00,39.2,10.7,55.6,1291
2023/02/23 16:00:00+00,40.5,9.6,55.2,1292
2023/02/23 17:00:00+00,40.9,7.7,52.7,1293
2023/02/23 18:00:00+00,44.7,6.5,54.8,1294
2023/02/23 19:00:00+00,34.6,2.5,38.5,1295
2023/02/23 20:00:00+00,25.2,0.3,25.7,1296
2023/02/23 21:00:00+00,28.2,0.3,28.7,1297
2023/02/23 22:00:00+00,27.1,0.5,27.9,1298
2023/02/23 23:00:00+00,26,0.6,26.9,1299
2023/02/24 00:00:00+00,24.9,0.4,25.5,1300
2023/02/24 01:00:00+00,21.6,0.1,21.9,1301
2023/02/24 02:00:00+00,17.8,0.1,18.1,1302
2023/02/24 03:00:00+00,17.3,0.3,17.8,1303
2023/02/24 04:00:00+00,16.2,0.4,16.9,1304
2023/02/24 05:00:00+00,16.6,0.4,17.2,1305
2023/02/24 06:00:00+00,24.1,1.8,26.7,1306
2023/02/24 07:00:00+00,30.7,6.6,40.7,1307
2023/02/24 08:00:00+00,28.5,5.7,37.2,1308
2023/02/24 09:00:00+00,32.9,9.3,47.2,1309
2023/02/24 10:00:00+00,30.1,9.8,45.1,1310
2023/02/24 11:00:00+00,25.9,9.4,40.4,1311
2023/02/24 12:00:00+00,25.9,8.3,38.6,1312
2023/02/24 13:00:00+00,25,5.4,33.3,1313
2023/02/24 14:00:00+00,23.1,5.1,30.9,1314
2023/02/24 15:00:00+00,22.1,4,28.3,1315
2023/02/24 16:00:00+00,23.3,3.4,28.6,1316
2023/02/24 17:00:00+00,26.9,3,31.5,1317
2023/02/24 18:00:00+00,31.2,2.7,35.3,1318
2023/02/24 19:00:00+00,40.9,4.1,47.2,1319
2023/02/24 20:00:00+00,41,5.3,49.1,1320
2023/02/24 21:00:00+00,25.4,3.3,30.4,1321
2023/02/24 22:00:00+00,26.5,3.7,32.1,1322
2023/02/24 23:00:00+00,27.1,2.3,30.6,1323
2023/02/25 00:00:00+00,20.5,1.2,22.4,1324
2023/02/25 01:00:00+00,16,0.5,16.8,1325
2023/02/25 02:00:00+00,12.8,0.3,13.3,1326
2023/02/25 03:00:00+00,11.1,0,11.1,1327
2023/02/25 04:00:00+00,10.9,0.1,11.1,1328
2023/02/25 05:00:00+00,12.2,0.1,12.4,1329
2023/02/25 06:00:00+00,14.9,1.1,16.6,1330
2023/02/25 07:00:00+00,17.6,0.9,18.9,1331
2023/02/25 08:00:00+00,21.7,2.6,25.7,1332
2023/02/25 09:00:00+00,23.9,4.7,31.1,1333
2023/02/25 10:00:00+00,22.9,6.3,32.4,1334
2023/02/25 11:00:00+00,15.3,2.8,19.6,1335
2023/02/25 12:00:00+00,15.8,2.8,20,1336
2023/02/25 13:00:00+00,12.8,1.4,14.9,1337
2023/02/25 14:00:00+00,16.5,2.6,20.5,1338
2023/02/25 15:00:00+00,19,3.1,23.7,1339
2023/02/25 16:00:00+00,18.4,2.1,21.7,1340
2023/02/25 17:00:00+00,22.6,2.2,26.1,1341
2023/02/25 18:00:00+00,28.7,4.3,35.4,1342
2023/02/25 19:00:00+00,28.8,3.1,33.5,1343
2023/02/25 20:00:00+00,31.9,4,38.1,1344
2023/02/25 21:00:00+00,30.2,3.1,34.8,1345
2023/02/25 22:00:00+00,26.3,2.1,29.5,1346
2023/02/25 23:00:00+00,25,1.8,27.9,1347
2023/02/26 00:00:00+00,18.6,0.4,19.3,1348
2023/02/26 01:00:00+00,16.5,0.2,16.8,1349
2023/02/26 02:00:00+00,15,0.2,15.3,1350
2023/02/26 03:00:00+00,14,0.1,14.1,1351
2023/02/26 04:00:00+00,12.1,0,12.2,1352
2023/02/26 05:00:00+00,14.1,0.1,14.2,1353
2023/02/26 06:00:00+00,15.4,0.1,15.6,1354
2023/02/26 07:00:00+00,20.1,0.9,21.5,1355
2023/02/26 08:00:00+00,23.1,2.8,27.3,1356
2023/02/26 09:00:00+00,19.2,4.3,25.9,1357
2023/02/26 10:00:00+00,10.8,2.2,14.2,1358
2023/02/26 11:00:00+00,8,1.3,10.2,1359
2023/02/26 12:00:00+00,11.3,2.7,15.6,1360
2023/02/26 13:00:00+00,9.9,1.9,12.8,1361
2023/02/26 14:00:00+00,10,1.7,12.6,1362
2023/02/26 15:00:00+00,11,2,14,1363
2023/02/26 16:00:00+00,13,1.9,15.9,1364
2023/02/26 17:00:00+00,14,1.5,16.4,1365
2023/02/26 18:00:00+00,18.2,1.2,20.2,1366
2023/02/26 19:00:00+00,20.8,0.8,22.1,1367
2023/02/26 20:00:00+00,21.8,1.4,24,1368
2023/02/26 21:00:00+00,16.2,0.7,17.3,1369
2023/02/26 22:00:00+00,16.3,0.7,17.4,1370
2023/02/26 23:00:00+00,16.6,0.6,17.5,1371
2023/02/27 00:00:00+00,15.4,0.5,16,1372
2023/02/27 01:00:00+00,15.4,0.6,16.3,1373
2023/02/27 02:00:00+00,13.6,0.3,14.1,1374
2023/02/27 03:00:00+00,14.2,1.1,15.8,1375
2023/02/27 04:00:00+00,11.5,0.1,11.7,1376
2023/02/27 05:00:00+00,14.6,0.2,15,1377
2023/02/27 06:00:00+00,23.7,1.5,25.9,1378
2023/02/27 07:00:00+00,32.3,2.2,35.7,1379
2023/02/27 08:00:00+00,30.8,3.5,36.3,1380
2023/02/27 09:00:00+00,23.9,5.1,31.6,1381
2023/02/27 10:00:00+00,19.7,6.1,29,1382
2023/02/27 11:00:00+00,15.4,5.6,24,1383
2023/02/27 12:00:00+00,15.1,5,22.8,1384
2023/02/27 13:00:00+00,12.9,3.8,18.9,1385
2023/02/27 14:00:00+00,15.5,3.6,21.1,1386
2023/02/27 15:00:00+00,12.4,2.1,15.5,1387
2023/02/27 16:00:00+00,15.2,2.8,19.5,1388
2023/02/27 17:00:00+00,20.4,2.5,24.3,1389
2023/02/27 18:00:00+00,26.6,1.8,29.5,1390
2023/02/27 19:00:00+00,33.2,2.2,36.5,1391
2023/02/27 20:00:00+00,28.6,1.6,31.1,1392
2023/02/27 21:00:00+00,26.3,0.8,27.5,1393
2023/02/27 22:00:00+00,27.8,0.6,28.7,1394
2023/02/27 23:00:00+00,24.7,0.5,25.5,1395
2023/02/28 00:00:00+00,20.5,0.3,21,1396
2023/02/28 01:00:00+00,19,0.1,19.3,1397
2023/02/28 02:00:00+00,18.4,0.1,18.6,1398
2023/02/28 03:00:00+00,18,0.1,18.3,1399
2023/02/28 04:00:00+00,18.3,0.1,18.6,1400
2023/02/28 05:00:00+00,22.8,0.3,23.3,1401
2023/02/28 06:00:00+00,34.1,1.6,36.5,1402
2023/02/28 07:00:00+00,45.7,8.7,59,1403
2023/02/28 08:00:00+00,40.8,15,63.8,1404
2023/02/28 09:00:00+00,33.6,16.5,59,1405
2023/02/28 10:00:00+00,30.1,14.4,52.2,1406
2023/02/28 11:00:00+00,25.5,10.6,41.7,1407
2023/02/28 12:00:00+00,17.9,4.7,25,1408
2023/02/28 13:00:00+00,15.5,2.9,19.9,1409
2023/02/28 14:00:00+00,15.8,3.9,21.8,1410
2023/02/28 15:00:00+00,17.6,3.8,23.5,1411
2023/02/28 16:00:00+00,18.6,2.9,23,1412
2023/02/28 17:00:00+00,18.6,1.7,21.1,1413
2023/02/28 18:00:00+00,20.6,0.3,21.2,1414
2023/02/28 19:00:00+00,26.5,0.2,26.9,1415
2023/02/28 20:00:00+00,43.1,2.9,47.5,1416
2023/02/28 21:00:00+00,41.8,2.2,45.1,1417
2023/02/28 22:00:00+00,31.1,2,34.3,1418
2023/02/28 23:00:00+00,26.4,0.8,27.7,1419
2023/03/01 00:00:00+00,22,0.3,22.4,1420
2023/03/01 01:00:00+00,21.3,0.2,21.6,1421
2023/03/01 02:00:00+00,21.4,0.2,21.7,1422
2023/03/01 03:00:00+00,25.9,0.3,26.3,1423
2023/03/01 04:00:00+00,26.1,0.4,26.7,1424
2023/03/01 05:00:00+00,28.4,0.8,29.6,1425
2023/03/01 06:00:00+00,37,2.4,40.7,1426
2023/03/01 07:00:00+00,47.3,9.8,62.3,1427
2023/03/01 08:00:00+00,45.9,18.1,73.7,1428
2023/03/01 09:00:00+00,37.5,15.9,61.9,1429
2023/03/01 10:00:00+00,31.3,11.7,49.3,1430
2023/03/01 11:00:00+00,32,13.2,52.3,1431
2023/03/01 12:00:00+00,31.6,10.6,47.8,1432
2023/03/01 13:00:00+00,25.8,9.7,40.7,1433
2023/03/01 14:00:00+00,25.1,7.3,36.2,1434
2023/03/01 15:00:00+00,26.5,7.5,38.1,1435
2023/03/01 16:00:00+00,28.3,6.5,38.3,1436
2023/03/01 17:00:00+00,34.2,6.4,43.9,1437
2023/03/01 18:00:00+00,36.1,2.9,40.5,1438
2023/03/01 19:00:00+00,43.4,4.5,50.4,1439
2023/03/01 20:00:00+00,49.5,5.1,57.3,1440
2023/03/01 21:00:00+00,44.4,2.9,48.9,1441
2023/03/01 22:00:00+00,46.7,2.7,50.9,1442
2023/03/01 23:00:00+00,40.1,1.7,42.6,1443
2023/03/02 00:00:00+00,38.8,0.7,39.9,1444
2023/03/02 01:00:00+00,33.1,0.3,33.7,1445
2023/03/02 02:00:00+00,39.9,2.2,43.3,1446
2023/03/02 03:00:00+00,35.8,0.9,37.2,1447
2023/03/02 04:00:00+00,47.6,2.1,50.8,1448
2023/03/02 05:00:00+00,50.7,5.4,59,1449
2023/03/02 06:00:00+00,54.2,13.6,75.1,1450
2023/03/02 07:00:00+00,56.4,33,107,1451
2023/03/02 08:00:00+00,56,45.2,125.3,1452
2023/03/02 09:00:00+00,56.6,58.2,145.9,1453
2023/03/02 10:00:00+00,51.6,42.4,116.5,1454
2023/03/02 11:00:00+00,42.6,25.8,82.1,1455
2023/03/02 12:00:00+00,32.6,12.8,52.4,1456
2023/03/02 13:00:00+00,32.1,11.4,49.7,1457
2023/03/02 14:00:00+00,31.3,9.7,46.2,1458
2023/03/02 15:00:00+00,36.3,12.9,56,1459
2023/03/02 16:00:00+00,34.1,7.9,46.3,1460
2023/03/02 17:00:00+00,42.7,9.4,57.1,1461
2023/03/02 18:00:00+00,45.3,7.1,56.2,1462
2023/03/02 19:00:00+00,56.1,8.8,69.6,1463
2023/03/02 20:00:00+00,59.2,9.2,73.3,1464
2023/03/02 21:00:00+00,60.5,9.5,74.9,1465
2023/03/02 22:00:00+00,59.1,11.6,76.8,1466
2023/03/02 23:00:00+00,52.3,9.2,66.4,1467
2023/03/03 00:00:00+00,55.4,12.9,75.2,1468
2023/03/03 01:00:00+00,48.6,8.4,61.4,1469
2023/03/03 02:00:00+00,45.6,5.9,54.6,1470
2023/03/03 03:00:00+00,44.3,8,56.6,1471
2023/03/03 04:00:00+00,36.8,3.7,42.5,1472
2023/03/03 05:00:00+00,39.3,7.3,50.3,1473
2023/03/03 06:00:00+00,36.6,8.3,49.4,1474
2023/03/03 07:00:00+00,36.4,11.9,54.6,1475
2023/03/03 08:00:00+00,30,15.3,53.3,1476
2023/03/03 09:00:00+00,32.5,22.6,67.1,1477
2023/03/03 10:00:00+00,30.4,22.2,64.5,1478
2023/03/03 11:00:00+00,30.1,19.4,59.9,1479
2023/03/03 12:00:00+00,28.6,17,54.6,1480
2023/03/03 13:00:00+00,27.7,12.6,47.1,1481
2023/03/03 14:00:00+00,27.9,9.4,42.3,1482
2023/03/03 15:00:00+00,29.4,9.2,43.5,1483
2023/03/03 16:00:00+00,26.3,8,38.5,1484
2023/03/03 17:00:00+00,33.2,8.9,46.9,1485
2023/03/03 18:00:00+00,35.8,8.5,48.7,1486
2023/03/03 19:00:00+00,42.5,10.8,59.1,1487
2023/03/03 20:00:00+00,42,7.6,53.6,1488
2023/03/03 21:00:00+00,41.6,6,50.8,1489
2023/03/03 22:00:00+00,42.8,7.3,53.9,1490
2023/03/03 23:00:00+00,41.7,7.2,52.7,1491
2023/03/04 00:00:00+00,38.5,4.4,45.3,1492
2023/03/04 01:00:00+00,34.4,4.4,41.2,1493
2023/03/04 02:00:00+00,31.8,3.2,36.6,1494
2023/03/04 03:00:00+00,27.9,2.6,31.8,1495
2023/03/04 04:00:00+00,27.7,2.8,31.9,1496
2023/03/04 05:00:00+00,31.1,2.7,35.3,1497
2023/03/04 06:00:00+00,29.8,2.1,33,1498
2023/03/04 07:00:00+00,32.9,3.1,37.7,1499
2023/03/04 08:00:00+00,37,6.6,47,1500
2023/03/04 09:00:00+00,43.8,11.5,61.3,1501
2023/03/04 10:00:00+00,29.8,3.6,35.4,1502
2023/03/04 11:00:00+00,31.4,4.7,38.5,1503
2023/03/04 12:00:00+00,24.8,2.9,29.3,1504
2023/03/04 13:00:00+00,18.3,1.6,20.7,1505
2023/03/04 14:00:00+00,20.8,2.1,23.9,1506
2023/03/04 15:00:00+00,30.4,4.7,37.7,1507
2023/03/04 16:00:00+00,33.4,6,42.5,1508
2023/03/04 17:00:00+00,31.7,4.3,38.3,1509
2023/03/04 18:00:00+00,22.6,1.3,24.4,1510
2023/03/04 19:00:00+00,32.2,2.9,36.6,1511
2023/03/04 20:00:00+00,34.2,1.8,37.1,1512
2023/03/04 21:00:00+00,32.3,1.8,35,1513
2023/03/04 22:00:00+00,47,4.7,54.2,1514
2023/03/04 23:00:00+00,36.5,3.3,41.6,1515
2023/03/05 00:00:00+00,35.6,1.7,38.2,1516
2023/03/05 01:00:00+00,29.6,0.9,31,1517
2023/03/05 02:00:00+00,25.3,0.6,26.2,1518
2023/03/05 03:00:00+00,17.8,0.5,18.5,1519
2023/03/05 04:00:00+00,16.3,0.2,16.7,1520
2023/03/05 05:00:00+00,14.8,0.2,15.1,1521
2023/03/05 06:00:00+00,13.7,0.2,14,1522
2023/03/05 07:00:00+00,16.2,0.4,16.8,1523
2023/03/05 08:00:00+00,23.5,1.9,26.4,1524
2023/03/05 09:00:00+00,30.6,4,36.6,1525
2023/03/05 10:00:00+00,29.2,3.1,34,1526
2023/03/05 11:00:00+00,29.9,5.2,37.9,1527
2023/03/05 12:00:00+00,27.9,4,34.1,1528
2023/03/05 13:00:00+00,28,4,34.2,1529
2023/03/05 14:00:00+00,26.6,4.2,32.9,1530
2023/03/05 15:00:00+00,24.3,3.4,29.4,1531
2023/03/05 16:00:00+00,21.3,1.7,23.9,1532
2023/03/05 17:00:00+00,29.4,2.7,33.4,1533
2023/03/05 18:00:00+00,28.6,1.9,31.4,1534
2023/03/05 19:00:00+00,31.4,3.4,36.6,1535
2023/03/05 20:00:00+00,32.7,2.6,36.7,1536
2023/03/05 21:00:00+00,38.3,3.4,43.5,1537
2023/03/05 22:00:00+00,31.5,1.5,33.8,1538
2023/03/05 23:00:00+00,32.3,2.3,35.9,1539
2023/03/06 00:00:00+00,24.7,1.1,26.4,1540
2023/03/06 01:00:00+00,14.9,0.3,15.4,1541
2023/03/06 02:00:00+00,12.6,0.1,12.8,1542
2023/03/06 03:00:00+00,12,0.1,12.2,1543
2023/03/06 04:00:00+00,12.1,0,12.2,1544
2023/03/06 05:00:00+00,14.7,0.5,15.6,1545
2023/03/06 06:00:00+00,17.5,1,19,1546
2023/03/06 07:00:00+00,30.2,4.8,37.5,1547
2023/03/06 08:00:00+00,36.5,6.9,47.1,1548
2023/03/06 09:00:00+00,33.4,6.6,43.5,1549
2023/03/06 10:00:00+00,22.1,5.2,29.9,1550
2023/03/06 11:00:00+00,16.8,4.6,23.8,1551
2023/03/06 12:00:00+00,17.4,3.4,22.6,1552
2023/03/06 13:00:00+00,20.5,3.4,25.8,1553
2023/03/06 14:00:00+00,18.5,3.3,23.6,1554
2023/03/06 15:00:00+00,23.6,4.1,29.8,1555
2023/03/06 16:00:00+00,21.8,2.3,25.5,1556
2023/03/06 17:00:00+00,22.1,1.7,24.7,1557
2023/03/06 18:00:00+00,30.6,1.7,33.3,1558
2023/03/06 19:00:00+00,28.9,0.5,29.6,1559
2023/03/06 20:00:00+00,23.6,0.4,24.1,1560
2023/03/06 21:00:00+00,20.1,0.3,20.7,1561
2023/03/06 22:00:00+00,21.8,0.8,23.1,1562
2023/03/06 23:00:00+00,20,0.5,21,1563
2023/03/07 00:00:00+00,13.7,0.1,13.8,1564
2023/03/07 01:00:00+00,10.3,0,10.3,1565
2023/03/07 02:00:00+00,9.7,0,9.8,1566
2023/03/07 03:00:00+00,8.9,0,8.9,1567
2023/03/07 04:00:00+00,9.6,0,9.7,1568
2023/03/07 05:00:00+00,11.6,0.7,12.8,1569
2023/03/07 06:00:00+00,21,7.7,31.9,1570
2023/03/07 07:00:00+00,29.6,13.7,48.5,1571
2023/03/07 08:00:00+00,28.9,4.7,36.2,1572
2023/03/07 09:00:00+00,30,4.9,37.4,1573
2023/03/07 10:00:00+00,24.8,4.1,31.1,1574
2023/03/07 11:00:00+00,18.2,3.6,23.6,1575
2023/03/07 12:00:00+00,14,2.3,17.6,1576
2023/03/07 13:00:00+00,13.5,2.2,16.9,1577
2023/03/07 14:00:00+00,12.7,1.7,15.4,1578
2023/03/07 15:00:00+00,15.8,2.1,19,1579
2023/03/07 16:00:00+00,15.7,1.3,17.7,1580
2023/03/07 17:00:00+00,15.8,1.1,17.6,1581
2023/03/07 18:00:00+00,17.9,0.6,18.7,1582
2023/03/07 19:00:00+00,25.8,1.2,27.7,1583
2023/03/07 20:00:00+00,23,0.4,23.5,1584
2023/03/07 21:00:00+00,16.3,0.2,16.7,1585
2023/03/07 22:00:00+00,17.6,0.3,18,1586
2023/03/07 23:00:00+00,13.9,0.2,14.3,1587
2023/03/08 00:00:00+00,12.6,0.1,12.8,1588
2023/03/08 01:00:00+00,11.1,0.1,11.2,1589
2023/03/08 02:00:00+00,10.5,0.1,10.8,1590
2023/03/08 03:00:00+00,9.2,0.1,9.4,1591
2023/03/08 04:00:00+00,8.9,0.1,9.1,1592
2023/03/08 05:00:00+00,9.7,0.1,9.8,1593
2023/03/08 06:00:00+00,11.5,0.2,11.9,1594
2023/03/08 07:00:00+00,22.5,1.4,24.8,1595
2023/03/08 08:00:00+00,28,3.2,32.9,1596
2023/03/08 09:00:00+00,22.2,3.1,27,1597
2023/03/08 10:00:00+00,17.5,2.4,21.2,1598
2023/03/08 11:00:00+00,15.5,3,20.2,1599
2023/03/08 12:00:00+00,15.9,3.1,20.8,1600
2023/03/08 13:00:00+00,13.5,2.5,17.3,1601
2023/03/08 14:00:00+00,18.2,2.3,21.9,1602
2023/03/08 15:00:00+00,23.9,1.9,26.8,1603
2023/03/08 16:00:00+00,25.7,3.1,30.5,1604
2023/03/08 17:00:00+00,23.1,2,26.1,1605
2023/03/08 18:00:00+00,22.9,0.8,24,1606
2023/03/08 19:00:00+00,32.2,1.5,34.5,1607
2023/03/08 20:00:00+00,23.4,0.8,24.6,1608
2023/03/08 21:00:00+00,15.3,0.5,16.1,1609
2023/03/08 22:00:00+00,12.3,0.3,12.8,1610
2023/03/08 23:00:00+00,13,0.1,13.2,1611
2023/03/09 00:00:00+00,10.6,0,10.7,1612
2023/03/09 01:00:00+00,7.3,0,7.3,1613
2023/03/09 02:00:00+00,5.9,0,5.7,1614
2023/03/09 03:00:00+00,4.4,0,4.3,1615
2023/03/09 04:00:00+00,4.3,0,4.2,1616
2023/03/09 05:00:00+00,6.2,0.1,6.2,1617
2023/03/09 06:00:00+00,12.9,0.4,13.5,1618
2023/03/09 07:00:00+00,18.2,0.7,19.3,1619
2023/03/09 08:00:00+00,25.7,1.9,28.6,1620
2023/03/09 09:00:00+00,23.3,2.4,27,1621
2023/03/09 10:00:00+00,21.6,2.7,25.8,1622
2023/03/09 11:00:00+00,16,2.2,19.3,1623
2023/03/09 12:00:00+00,11.3,1.6,13.8,1624
2023/03/09 13:00:00+00,11.3,1.4,13.5,1625
2023/03/09 14:00:00+00,11,0.9,12.4,1626
2023/03/09 15:00:00+00,10.4,1,12,1627
2023/03/09 16:00:00+00,10.4,0.6,11.4,1628
2023/03/09 17:00:00+00,11.7,0.5,12.4,1629
2023/03/09 18:00:00+00,14.2,0.1,14.4,1630
2023/03/09 19:00:00+00,15.8,0.2,16.1,1631
2023/03/09 20:00:00+00,16.3,0.2,16.8,1632
2023/03/09 21:00:00+00,12,0.1,12.1,1633
2023/03/09 22:00:00+00,9.4,0,9.5,1634
2023/03/09 23:00:00+00,6.5,0,6.4,1635
2023/03/10 00:00:00+00,6.7,0,6.5,1636
2023/03/10 01:00:00+00,7.2,0,7.2,1637
2023/03/10 02:00:00+00,4.6,0,4.4,1638
2023/03/10 03:00:00+00,4.5,0,4.2,1639
2023/03/10 04:00:00+00,4.8,0,4.6,1640
2023/03/10 05:00:00+00,6.1,0,6,1641
2023/03/10 06:00:00+00,9.1,0.2,9.4,1642
2023/03/10 07:00:00+00,16,1.4,18.3,1643
2023/03/10 08:00:00+00,16.4,2.7,20.7,1644
2023/03/10 09:00:00+00,14.5,3.8,20.3,1645
2023/03/10 10:00:00+00,12.7,3.3,17.7,1646
2023/03/10 11:00:00+00,12,2.7,16.2,1647
2023/03/10 12:00:00+00,13.6,3.4,18.8,1648
2023/03/10 13:00:00+00,11,2.5,14.8,1649
2023/03/10 14:00:00+00,13,2.3,16.6,1650
2023/03/10 15:00:00+00,15.3,2.5,19.1,1651
2023/03/10 16:00:00+00,20.8,3.8,26.6,1652
2023/03/10 17:00:00+00,24.2,2.9,28.7,1653
2023/03/10 18:00:00+00,28.4,3.2,33.4,1654
2023/03/10 19:00:00+00,38.4,3.8,44.2,1655
2023/03/10 20:00:00+00,32.6,2.3,36.1,1656
2023/03/10 21:00:00+00,34.1,3,38.7,1657
2023/03/10 22:00:00+00,31.1,1.7,33.7,1658
2023/03/10 23:00:00+00,32.6,1.3,34.6,1659
2023/03/11 00:00:00+00,23.7,0.1,23.8,1660
2023/03/11 01:00:00+00,21.3,0,21.3,1661
2023/03/11 02:00:00+00,24.2,0.2,24.5,1662
2023/03/11 03:00:00+00,14.9,0,14.8,1663
2023/03/11 04:00:00+00,14.2,0,14.1,1664
2023/03/11 05:00:00+00,15.6,0,15.6,1665
2023/03/11 06:00:00+00,15.7,0.1,15.8,1666
2023/03/11 07:00:00+00,18.8,1.7,21.3,1667
2023/03/11 08:00:00+00,18.3,0.7,19.5,1668
2023/03/11 09:00:00+00,15.6,1.5,17.8,1669
2023/03/11 10:00:00+00,18.1,3.1,22.8,1670
2023/03/11 11:00:00+00,14.2,1.9,17.1,1671
2023/03/11 12:00:00+00,11.9,1.8,14.6,1672
2023/03/11 13:00:00+00,11.4,1.5,13.7,1673
2023/03/11 14:00:00+00,11.3,1.1,13,1674
2023/03/11 15:00:00+00,13.3,1.4,15.4,1675
2023/03/11 16:00:00+00,17.7,2,20.8,1676
2023/03/11 17:00:00+00,16.4,1.5,18.8,1677
2023/03/11 18:00:00+00,16.6,0.5,17.4,1678
2023/03/11 19:00:00+00,19.8,1.4,22,1679
2023/03/11 20:00:00+00,18.7,0.4,19.4,1680
2023/03/11 21:00:00+00,17.2,0.4,17.7,1681
2023/03/11 22:00:00+00,17.9,0.7,18.9,1682
2023/03/11 23:00:00+00,19.9,0.6,20.8,1683
2023/03/12 00:00:00+00,16.6,0.4,17.3,1684
2023/03/12 01:00:00+00,15.1,0.7,16.3,1685
2023/03/12 02:00:00+00,14.8,0.1,15,1686
2023/03/12 03:00:00+00,10.8,0.1,11,1687
2023/03/12 04:00:00+00,9.3,0,9.4,1688
