DateTime,PA07:NO2,PA07:NO,PA07:NOX,OBJECTID
2023/09/24 16:00:00+00,8.3,0.1,8.4,6404
2023/09/24 17:00:00+00,14.6,0.4,15.3,6405
2023/09/24 18:00:00+00,23.5,0.4,24.1,6406
2023/09/24 19:00:00+00,35.8,0.7,36.8,6407
2023/09/24 20:00:00+00,35.2,0.6,36.1,6408
2023/09/24 21:00:00+00,35,0.2,35.4,6409
2023/09/24 22:00:00+00,35.9,0.4,36.5,6410
2023/09/24 23:00:00+00,35,1.6,37.5,6411
2023/09/25 00:00:00+00,27,0.1,27,6412
2023/09/25 01:00:00+00,21.7,0,21.6,6413
2023/09/25 02:00:00+00,22.3,0,22.1,6414
2023/09/25 03:00:00+00,29.3,1.1,31.1,6415
2023/09/25 04:00:00+00,37.2,1.9,40,6416
2023/09/25 05:00:00+00,37.1,1.4,39.1,6417
2023/09/25 06:00:00+00,49.8,15.3,73.4,6418
2023/09/25 07:00:00+00,48.5,20.1,79.4,6419
2023/09/25 08:00:00+00,44,20.9,76.1,6420
2023/09/25 09:00:00+00,45.6,28.2,88.9,6421
2023/09/25 10:00:00+00,44.1,20.5,75.4,6422
2023/09/25 11:00:00+00,43.6,14.9,66.5,6423
2023/09/25 12:00:00+00,41.4,8.5,54.3,6424
2023/09/25 13:00:00+00,29.7,4.4,36.6,6425
2023/09/25 14:00:00+00,37.6,4.7,44.8,6426
2023/09/25 15:00:00+00,41.9,4.1,48.1,6427
2023/09/25 16:00:00+00,35.7,1.9,38.7,6428
2023/09/25 17:00:00+00,44.5,5.2,52.5,6429
2023/09/25 18:00:00+00,54.6,7.8,66.6,6430
2023/09/25 19:00:00+00,55,2.6,59,6431
2023/09/25 20:00:00+00,61.3,2.4,64.9,6432
2023/09/25 21:00:00+00,62.7,5.8,71.6,6433
2023/09/25 22:00:00+00,55,3.2,60,6434
2023/09/25 23:00:00+00,56.1,4.8,63.4,6435
2023/09/26 00:00:00+00,53.1,5.8,62,6436
2023/09/26 01:00:00+00,51.2,3.8,57,6437
2023/09/26 02:00:00+00,32.8,0.3,33.2,6438
2023/09/26 03:00:00+00,34.2,0.8,35.4,6439
2023/09/26 04:00:00+00,28,0.3,28.4,6440
2023/09/26 05:00:00+00,29,0.6,29.9,6441
2023/09/26 06:00:00+00,44.1,3.5,49.7,6442
2023/09/26 07:00:00+00,52.7,8.2,65.3,6443
2023/09/26 08:00:00+00,50.5,15.4,74,6444
2023/09/26 09:00:00+00,49.1,14,70.7,6445
2023/09/26 10:00:00+00,50.6,15.4,74.1,6446
2023/09/26 11:00:00+00,44.1,13.5,64.8,6447
2023/09/26 12:00:00+00,43.6,8.3,56.3,6448
2023/09/26 13:00:00+00,25.1,2.3,28.6,6449
2023/09/26 14:00:00+00,20.9,1.3,23,6450
2023/09/26 15:00:00+00,22.9,0.8,24.1,6451
2023/09/26 16:00:00+00,22.8,0.2,23.2,6452
2023/09/26 17:00:00+00,23.7,0.3,24,6453
2023/09/26 18:00:00+00,26.6,0,26.3,6454
2023/09/26 19:00:00+00,56.4,25.1,94.9,6455
2023/09/26 20:00:00+00,110.5,84.4,240,6456
2023/09/26 21:00:00+00,96.1,82.1,222,6457
2023/09/26 22:00:00+00,84.2,35.9,139.2,6458
2023/09/26 23:00:00+00,56.8,1.1,58.4,6459
2023/09/27 00:00:00+00,55.2,0.6,56.3,6460
2023/09/27 01:00:00+00,59.3,1.7,61.9,6461
2023/09/27 02:00:00+00,49.6,0.8,50.9,6462
2023/09/27 03:00:00+00,51.2,1.8,54,6463
2023/09/27 04:00:00+00,49.9,1.7,52.3,6464
2023/09/27 05:00:00+00,51.3,15.5,75.1,6465
2023/09/27 06:00:00+00,54.7,44.4,122.8,6466
2023/09/27 07:00:00+00,57.9,38.3,116.6,6467
2023/09/27 08:00:00+00,62,32,111.1,6468
2023/09/27 09:00:00+00,55,17,81,6469
2023/09/27 10:00:00+00,59.9,27.7,102.3,6470
2023/09/27 11:00:00+00,36.8,7.1,47.8,6471
2023/09/27 12:00:00+00,23.8,3.3,28.9,6472
2023/09/27 13:00:00+00,21.7,1.4,23.8,6473
2023/09/27 14:00:00+00,16.7,0.8,18,6474
2023/09/27 15:00:00+00,13.2,0.2,13.4,6475
2023/09/27 16:00:00+00,15.8,0.1,15.8,6476
2023/09/27 17:00:00+00,24.5,0,24.5,6477
2023/09/27 18:00:00+00,39.1,0,39.2,6478
2023/09/27 19:00:00+00,41.1,0,41,6479
2023/09/27 20:00:00+00,18.9,0,18.6,6480
2023/09/27 21:00:00+00,17.5,0.9,18.7,6481
2023/09/27 22:00:00+00,19.4,0.1,19.5,6482
2023/09/27 23:00:00+00,16.1,0,15.8,6483
2023/09/28 00:00:00+00,8.8,0,8.6,6484
2023/09/28 01:00:00+00,11.6,0,11.3,6485
2023/09/28 02:00:00+00,13.1,0,12.7,6486
2023/09/28 03:00:00+00,13.9,0,13.5,6487
2023/09/28 04:00:00+00,14.5,0.5,15,6488
2023/09/28 05:00:00+00,17.6,0.8,18.8,6489
2023/09/28 06:00:00+00,31.6,2.2,34.9,6490
2023/09/28 07:00:00+00,33.1,2.2,36.5,6491
2023/09/28 08:00:00+00,32.1,3.1,36.9,6492
2023/09/28 09:00:00+00,24.9,3.4,30.1,6493
2023/09/28 10:00:00+00,15.9,2.3,19.5,6494
2023/09/28 11:00:00+00,18.8,3,23.3,6495
2023/09/28 12:00:00+00,23.3,5.1,31,6496
2023/09/28 13:00:00+00,23.5,3.9,29.5,6497
2023/09/28 14:00:00+00,17,2.4,20.7,6498
2023/09/28 15:00:00+00,14.3,0.8,15.5,6499
2023/09/28 16:00:00+00,17.6,0.8,18.9,6500
2023/09/28 17:00:00+00,17.4,0.2,17.6,6501
2023/09/28 18:00:00+00,23.4,0,23.3,6502
2023/09/28 19:00:00+00,22,0,21.8,6503
2023/09/28 20:00:00+00,28.7,0,28.5,6504
2023/09/28 21:00:00+00,38.9,0,38.9,6505
2023/09/28 22:00:00+00,26.9,0,26.9,6506
2023/09/28 23:00:00+00,14.2,0,14.2,6507
2023/09/29 00:00:00+00,12.6,0,12.3,6508
2023/09/29 01:00:00+00,8.7,0,8.4,6509
2023/09/29 02:00:00+00,8,0,7.6,6510
2023/09/29 03:00:00+00,8.7,0.4,9.3,6511
2023/09/29 04:00:00+00,4.1,0.5,4.7,6512
2023/09/29 05:00:00+00,8,0.7,9.1,6513
2023/09/29 06:00:00+00,16.9,0.8,18.3,6514
2023/09/29 07:00:00+00,22.7,1.4,24.9,6515
2023/09/29 08:00:00+00,17.8,1,19.3,6516
2023/09/29 09:00:00+00,17,2.7,21.1,6517
2023/09/29 10:00:00+00,17.9,2,21.1,6518
2023/09/29 11:00:00+00,20,2.7,24.1,6519
2023/09/29 12:00:00+00,17,2.9,21.4,6520
2023/09/29 13:00:00+00,18.8,2.5,22.6,6521
2023/09/29 14:00:00+00,13.1,1.3,15.1,6522
2023/09/29 15:00:00+00,17.2,1.9,20.1,6523
2023/09/29 16:00:00+00,22.9,2.2,26.4,6524
2023/09/29 17:00:00+00,24.6,2.7,28.7,6525
2023/09/29 18:00:00+00,32.3,3.3,37.4,6526
2023/09/29 19:00:00+00,32.4,3.6,37.9,6527
2023/09/29 20:00:00+00,37.9,2.8,42.2,6528
2023/09/29 21:00:00+00,50.2,4.7,57.4,6529
2023/09/29 22:00:00+00,45,3.1,49.8,6530
2023/09/29 23:00:00+00,39,1.7,41.6,6531
2023/09/30 00:00:00+00,24.7,0,24.5,6532
2023/09/30 01:00:00+00,25.6,0,25.4,6533
2023/09/30 02:00:00+00,27.8,0,27.6,6534
2023/09/30 03:00:00+00,44.3,0.8,45.5,6535
2023/09/30 04:00:00+00,53.9,5.7,62.6,6536
2023/09/30 05:00:00+00,44.6,8.6,57.8,6537
2023/09/30 06:00:00+00,43.1,15.2,66.5,6538
2023/09/30 07:00:00+00,43.4,32.9,93.8,6539
2023/09/30 08:00:00+00,43.4,36.7,99.7,6540
2023/09/30 09:00:00+00,20.7,2,23.8,6541
2023/09/30 10:00:00+00,30,4,36.2,6542
2023/09/30 11:00:00+00,44.8,8.3,57.6,6543
2023/09/30 12:00:00+00,31.4,6,40.6,6544
2023/09/30 13:00:00+00,21.7,2,24.8,6545
2023/09/30 14:00:00+00,13.4,0.8,14.7,6546
2023/09/30 15:00:00+00,9.5,0.1,9.6,6547
2023/09/30 16:00:00+00,9.5,0,9.3,6548
2023/09/30 17:00:00+00,12.9,0,12.7,6549
2023/09/30 18:00:00+00,17.1,0,16.7,6550
2023/09/30 19:00:00+00,29.3,0,29.2,6551
2023/09/30 20:00:00+00,51.6,2.4,55.3,6552
2023/09/30 21:00:00+00,66.3,9.5,81,6553
2023/09/30 22:00:00+00,43.9,0.4,44.6,6554
2023/09/30 23:00:00+00,32.8,0,32.8,6555
2023/10/01 00:00:00+00,32.3,0,32.3,6556
2023/10/01 01:00:00+00,36.3,0,36.4,6557
2023/10/01 02:00:00+00,44.2,0,44.2,6558
2023/10/01 03:00:00+00,45.1,0.1,45.3,6559
2023/10/01 04:00:00+00,45.5,1.7,48,6560
2023/10/01 05:00:00+00,45.6,1.9,48.4,6561
2023/10/01 06:00:00+00,36.1,0.6,37,6562
2023/10/01 07:00:00+00,38,9.4,52.3,6563
2023/10/01 08:00:00+00,40,24.1,76.8,6564
2023/10/01 09:00:00+00,30.8,9.8,45.8,6565
2023/10/01 10:00:00+00,24.5,6.1,33.9,6566
2023/10/01 11:00:00+00,19.6,3.8,25.4,6567
2023/10/01 12:00:00+00,13.4,1.5,15.8,6568
2023/10/01 13:00:00+00,11.7,0.8,13,6569
2023/10/01 14:00:00+00,10,0.3,10.5,6570
2023/10/01 15:00:00+00,11.4,0.2,11.7,6571
2023/10/01 16:00:00+00,13.3,0.1,13.4,6572
2023/10/01 17:00:00+00,19.8,0,19.9,6573
2023/10/01 18:00:00+00,32,2.1,35.1,6574
2023/10/01 19:00:00+00,43.5,0.7,44.5,6575
2023/10/01 20:00:00+00,68.4,1.4,70.6,6576
2023/10/01 21:00:00+00,74.8,3.6,80.3,6577
2023/10/01 22:00:00+00,80.8,12.2,99.4,6578
2023/10/01 23:00:00+00,50.5,0.7,51.7,6579
2023/10/02 00:00:00+00,41.2,1.3,43.3,6580
2023/10/02 01:00:00+00,33.8,0.9,35.2,6581
2023/10/02 02:00:00+00,26.5,0,26.6,6582
2023/10/02 03:00:00+00,28.6,0.3,29.1,6583
2023/10/02 04:00:00+00,33.8,3.2,38.7,6584
2023/10/02 05:00:00+00,47.2,5.9,56.2,6585
2023/10/02 06:00:00+00,55.7,21.7,89,6586
2023/10/02 07:00:00+00,60.6,29.3,105.5,6587
2023/10/02 08:00:00+00,61.5,37.6,119.2,6588
2023/10/02 09:00:00+00,57.4,25.5,96.4,6589
2023/10/02 10:00:00+00,50,17.4,76.7,6590
2023/10/02 11:00:00+00,48.1,14,69.6,6591
2023/10/02 12:00:00+00,35.9,6.1,45.3,6592
2023/10/02 13:00:00+00,29.1,3.3,34.2,6593
2023/10/02 14:00:00+00,19.9,0.9,21.2,6594
2023/10/02 15:00:00+00,20.9,1.1,22.5,6595
2023/10/02 16:00:00+00,19.3,0.2,19.6,6596
2023/10/02 17:00:00+00,23.9,0.1,24.1,6597
2023/10/02 18:00:00+00,34.5,0,34.3,6598
2023/10/02 19:00:00+00,55.1,0,55,6599
2023/10/02 20:00:00+00,54.6,0.1,54.7,6600
2023/10/02 21:00:00+00,41.7,0.2,42.1,6601
2023/10/02 22:00:00+00,24.5,0,24.4,6602
2023/10/02 23:00:00+00,22.9,3.2,27.8,6603
2023/10/03 00:00:00+00,9.5,0,9.5,6604
2023/10/03 01:00:00+00,9.5,0.2,9.5,6605
2023/10/03 02:00:00+00,6.1,0,5.6,6606
2023/10/03 03:00:00+00,5.5,0,5.3,6607
2023/10/03 04:00:00+00,5.4,0,5.1,6608
2023/10/03 05:00:00+00,7.4,0,7,6609
2023/10/03 06:00:00+00,16.9,0.4,17.6,6610
2023/10/03 07:00:00+00,22.2,1.7,24.6,6611
2023/10/03 08:00:00+00,24.5,0.7,25.7,6612
2023/10/03 09:00:00+00,26.4,3.4,31.7,6613
2023/10/03 10:00:00+00,23.1,4.6,30.2,6614
2023/10/03 11:00:00+00,22.1,4.7,29.3,6615
2023/10/03 12:00:00+00,20.9,3.2,25.8,6616
2023/10/03 13:00:00+00,21.3,2.9,25.8,6617
2023/10/03 14:00:00+00,18.7,2.7,23,6618
2023/10/03 15:00:00+00,17.1,2.3,20.6,6619
2023/10/03 16:00:00+00,18.8,2.1,22,6620
2023/10/03 17:00:00+00,27.8,2.5,31.6,6621
2023/10/03 18:00:00+00,37.8,3.4,43,6622
2023/10/03 19:00:00+00,39.8,2.7,44,6623
2023/10/03 20:00:00+00,36.9,0.6,37.9,6624
2023/10/03 21:00:00+00,38.5,1.5,40.7,6625
2023/10/03 22:00:00+00,22.3,0.1,22.3,6626
2023/10/03 23:00:00+00,13.4,0,13.1,6627
2023/10/04 00:00:00+00,8.8,0,8.5,6628
2023/10/04 01:00:00+00,7.9,0,7.5,6629
2023/10/04 02:00:00+00,7.2,0,6.9,6630
2023/10/04 03:00:00+00,5.5,0,5.1,6631
2023/10/04 04:00:00+00,7.3,0,7.1,6632
2023/10/04 05:00:00+00,14.3,0.3,14.6,6633
2023/10/04 06:00:00+00,39.4,1.3,41.5,6634
2023/10/04 07:00:00+00,53.9,10.6,70.1,6635
2023/10/04 08:00:00+00,47.2,12.7,66.6,6636
2023/10/04 09:00:00+00,36,6.9,46.7,6637
2023/10/04 10:00:00+00,39.4,7.9,51.5,6638
2023/10/04 11:00:00+00,28.9,5,36.6,6639
2023/10/04 12:00:00+00,18.9,2.9,23.5,6640
2023/10/04 13:00:00+00,24.4,4.3,30.9,6641
2023/10/04 14:00:00+00,16.9,1.6,19.4,6642
2023/10/04 15:00:00+00,20.3,2.2,23.7,6643
2023/10/04 16:00:00+00,21.3,1.3,23.3,6644
2023/10/04 17:00:00+00,19.6,0.2,20,6645
2023/10/04 18:00:00+00,25.5,0,25.4,6646
2023/10/04 19:00:00+00,39.5,0.1,39.7,6647
2023/10/04 20:00:00+00,60.4,8.1,72.8,6648
2023/10/04 21:00:00+00,69.3,27.2,111,6649
2023/10/04 22:00:00+00,63.2,8.2,75.6,6650
2023/10/04 23:00:00+00,48.4,1,49.8,6651
2023/10/05 00:00:00+00,49.3,0.9,50.8,6652
2023/10/05 01:00:00+00,46.1,0.6,47,6653
2023/10/05 02:00:00+00,29,0.1,29.1,6654
2023/10/05 03:00:00+00,22.7,0,22.7,6655
2023/10/05 04:00:00+00,20.8,0,20.7,6656
2023/10/05 05:00:00+00,23.7,0.1,23.9,6657
2023/10/05 06:00:00+00,38.6,4.5,45.4,6658
2023/10/05 07:00:00+00,53.6,32.4,103.3,6659
2023/10/05 08:00:00+00,52.1,24.3,89.4,6660
2023/10/05 09:00:00+00,55.3,17.2,81.7,6661
2023/10/05 10:00:00+00,45.8,16.5,71.1,6662
2023/10/05 11:00:00+00,24.7,2.9,29.1,6663
2023/10/05 12:00:00+00,22.7,3.2,27.6,6664
2023/10/05 13:00:00+00,30.2,4.3,36.9,6665
2023/10/05 14:00:00+00,30.2,2.8,34.5,6666
2023/10/05 15:00:00+00,30.3,2.1,33.5,6667
2023/10/05 16:00:00+00,26.6,0.6,27.5,6668
2023/10/05 17:00:00+00,32.2,0.4,32.8,6669
2023/10/05 18:00:00+00,56.3,1.5,58.6,6670
2023/10/05 19:00:00+00,64.3,5.3,72.4,6671
2023/10/05 20:00:00+00,58.5,0.6,59.5,6672
2023/10/05 21:00:00+00,77.3,40.5,139.3,6673
2023/10/05 22:00:00+00,76.1,30.5,123,6674
2023/10/05 23:00:00+00,35.8,0.7,36.9,6675
2023/10/06 00:00:00+00,28.5,0.2,28.8,6676
2023/10/06 01:00:00+00,27.7,0.1,27.9,6677
2023/10/06 02:00:00+00,43.3,1.5,45.5,6678
2023/10/06 03:00:00+00,46.3,1.4,48.4,6679
2023/10/06 04:00:00+00,50.5,14.6,72.9,6680
2023/10/06 05:00:00+00,47.9,17.6,74.8,6681
2023/10/06 06:00:00+00,51.9,58.2,141.1,6682
2023/10/06 07:00:00+00,54.3,77.6,173.3,6683
2023/10/06 08:00:00+00,60.2,37.3,117.5,6684
2023/10/06 09:00:00+00,61.1,42.2,125.7,6685
2023/10/06 10:00:00+00,62.3,30.9,109.6,6686
2023/10/06 11:00:00+00,40.8,9.3,55,6687
2023/10/06 12:00:00+00,22.8,2.4,26.5,6688
2023/10/06 13:00:00+00,23,1.8,25.6,6689
2023/10/06 14:00:00+00,15.1,0.7,16.1,6690
2023/10/06 15:00:00+00,16.3,0.2,16.7,6691
2023/10/06 16:00:00+00,21.9,0.2,22.1,6692
2023/10/06 17:00:00+00,51.2,4,57.3,6693
2023/10/06 18:00:00+00,73.4,4.3,80.1,6694
2023/10/06 19:00:00+00,99.5,73.1,211.7,6695
2023/10/06 20:00:00+00,93.6,57.2,181.4,6696
2023/10/06 21:00:00+00,89.2,63.4,186.3,6697
2023/10/06 22:00:00+00,83.4,33.4,134.5,6698
2023/10/06 23:00:00+00,71.5,5.4,79.9,6699
2023/10/07 00:00:00+00,59,0.9,60.5,6700
2023/10/07 01:00:00+00,57.1,1.6,59.6,6701
2023/10/07 02:00:00+00,60.9,3.3,65.9,6702
2023/10/07 03:00:00+00,48.7,2.2,52.2,6703
2023/10/07 04:00:00+00,57.2,8.4,69.9,6704
2023/10/07 05:00:00+00,54.3,16.7,79.9,6705
2023/10/07 06:00:00+00,53.9,30.8,101.3,6706
2023/10/07 07:00:00+00,52.7,47.5,125.6,6707
2023/10/07 08:00:00+00,55,31.6,103.4,6708
2023/10/07 09:00:00+00,57.2,31.4,105.4,6709
2023/10/07 10:00:00+00,49.5,11.5,67.2,6710
2023/10/07 11:00:00+00,29.7,4.5,36.6,6711
2023/10/07 12:00:00+00,20.9,2.5,24.7,6712
2023/10/07 13:00:00+00,17.5,0.6,18.5,6713
2023/10/07 14:00:00+00,20.9,3,25.5,6714
2023/10/07 15:00:00+00,16.8,0.3,17.3,6715
2023/10/07 16:00:00+00,19.2,0.1,19.4,6716
2023/10/07 17:00:00+00,47.1,0.9,48.5,6717
2023/10/07 18:00:00+00,94.6,16.7,120.3,6718
2023/10/07 19:00:00+00,94.7,49.8,171.1,6719
2023/10/07 20:00:00+00,84.4,15.1,107.6,6720
2023/10/07 21:00:00+00,93.3,84,222.1,6721
2023/10/07 22:00:00+00,88.7,73.6,201.6,6722
2023/10/07 23:00:00+00,80.9,36.7,137.1,6723
2023/10/08 00:00:00+00,83,103.8,242.2,6724
2023/10/08 01:00:00+00,75.5,104.7,236,6725
2023/10/08 02:00:00+00,60.9,37.7,118.7,6726
2023/10/08 03:00:00+00,54.8,13,74.8,6727
2023/10/08 04:00:00+00,49.3,3.8,55.1,6728
2023/10/08 05:00:00+00,53.6,32.5,103.3,6729
2023/10/08 06:00:00+00,51.3,56.2,137.5,6730
2023/10/08 07:00:00+00,43.4,47.2,115.4,6731
2023/10/08 08:00:00+00,47.4,33.8,99.3,6732
2023/10/08 09:00:00+00,54.5,39.5,115.1,6733
2023/10/08 10:00:00+00,46.2,11.4,63.6,6734
2023/10/08 11:00:00+00,31.8,5.8,40.6,6735
2023/10/08 12:00:00+00,23.9,2.7,28,6736
2023/10/08 13:00:00+00,19.8,1.5,22.1,6737
2023/10/08 14:00:00+00,16.3,0.7,17.3,6738
2023/10/08 15:00:00+00,19.7,1.1,21.5,6739
2023/10/08 16:00:00+00,18.1,0.2,18.5,6740
2023/10/08 17:00:00+00,29.6,0,29.6,6741
2023/10/08 18:00:00+00,48.8,3.2,53.6,6742
2023/10/08 19:00:00+00,99.4,104.3,259.4,6743
2023/10/08 20:00:00+00,91.5,155,329.3,6744
2023/10/08 21:00:00+00,80.8,137.6,291.8,6745
2023/10/08 22:00:00+00,74.8,124.7,265.9,6746
2023/10/08 23:00:00+00,65.8,75.6,181.7,6747
2023/10/09 00:00:00+00,57.7,37.1,114.5,6748
2023/10/09 01:00:00+00,51.6,28,94.5,6749
2023/10/09 02:00:00+00,47.5,27.5,89.7,6750
2023/10/09 03:00:00+00,41,15.2,64.3,6751
2023/10/09 04:00:00+00,43.9,15.6,67.7,6752
2023/10/09 05:00:00+00,41,6.2,50.5,6753
2023/10/09 06:00:00+00,45,24.5,82.5,6754
2023/10/09 07:00:00+00,43.1,54,125.9,6755
2023/10/09 08:00:00+00,54.1,71.3,163.5,6756
2023/10/09 09:00:00+00,64.9,53.5,147,6757
2023/10/09 10:00:00+00,69.2,33.1,119.9,6758
2023/10/09 11:00:00+00,52.8,10.6,69,6759
2023/10/09 12:00:00+00,55.7,6.9,66.2,6760
2023/10/09 13:00:00+00,46,4.3,52.5,6761
2023/10/09 14:00:00+00,51.9,2.6,55.9,6762
2023/10/09 15:00:00+00,56.2,2.4,59.9,6763
2023/10/09 16:00:00+00,48.6,0.8,49.9,6764
2023/10/09 17:00:00+00,51.3,0.2,51.7,6765
2023/10/09 18:00:00+00,92.3,5.8,101.3,6766
2023/10/09 19:00:00+00,106.7,36.4,162.5,6767
2023/10/09 20:00:00+00,98.5,67.1,201.3,6768
2023/10/09 21:00:00+00,93.4,81.9,219.1,6769
2023/10/09 22:00:00+00,91.2,70.5,199.4,6770
2023/10/09 23:00:00+00,81.9,36.6,138.1,6771
2023/10/10 00:00:00+00,74.6,21.1,107,6772
2023/10/10 01:00:00+00,63.4,2.5,67.2,6773
2023/10/10 02:00:00+00,64.4,6.7,74.6,6774
2023/10/10 03:00:00+00,55.2,2.5,59,6775
2023/10/10 04:00:00+00,56.9,9.4,71.4,6776
2023/10/10 05:00:00+00,58.1,28.2,101.3,6777
2023/10/10 06:00:00+00,61.3,78.3,181.2,6778
2023/10/10 07:00:00+00,64.4,129.5,262.9,6779
2023/10/10 08:00:00+00,70.3,98.9,222,6780
2023/10/10 09:00:00+00,79.8,119.1,262.5,6781
2023/10/10 10:00:00+00,82.1,67.2,185.1,6782
2023/10/10 11:00:00+00,61.3,29.1,105.9,6783
2023/10/10 12:00:00+00,46,6.5,56,6784
2023/10/10 13:00:00+00,39.8,3.7,45.4,6785
2023/10/10 14:00:00+00,23.2,0.4,23.9,6786
2023/10/10 15:00:00+00,17.8,0,17.9,6787
2023/10/10 16:00:00+00,32.9,0.3,33.3,6788
2023/10/10 17:00:00+00,31.2,0,31.3,6789
2023/10/10 18:00:00+00,47.2,0.4,47.8,6790
2023/10/10 19:00:00+00,110.7,39.4,171.2,6791
2023/10/10 20:00:00+00,92.6,22.7,127.4,6792
2023/10/10 21:00:00+00,75.2,1.7,77.9,6793
2023/10/10 22:00:00+00,71.2,3.3,76.2,6794
2023/10/10 23:00:00+00,88.3,17.1,114.5,6795
2023/10/11 00:00:00+00,89.2,51,167.4,6796
2023/10/11 01:00:00+00,77.3,23.1,112.7,6797
2023/10/11 02:00:00+00,41.6,0.5,42.5,6798
2023/10/11 03:00:00+00,40.9,0.3,41.4,6799
2023/10/11 04:00:00+00,42.7,0.9,44.1,6800
2023/10/11 05:00:00+00,54.6,4,60.9,6801
2023/10/11 06:00:00+00,68.5,8.5,81.4,6802
2023/10/11 07:00:00+00,69.7,17.7,96.9,6803
2023/10/11 08:00:00+00,67.7,26.9,108.9,6804
2023/10/11 09:00:00+00,55.4,18.4,83.6,6805
2023/10/11 10:00:00+00,26.6,2.7,30.8,6806
2023/10/11 11:00:00+00,28,3.3,33.1,6807
2023/10/11 12:00:00+00,17.5,1,19.1,6808
2023/10/11 13:00:00+00,16.3,2,19.4,6809
2023/10/11 14:00:00+00,16.2,0.6,17.1,6810
2023/10/11 15:00:00+00,16.3,0.8,17.5,6811
2023/10/11 16:00:00+00,19.2,0.1,19.5,6812
2023/10/11 17:00:00+00,26.6,0,26.6,6813
2023/10/11 18:00:00+00,27.3,0,27,6814
2023/10/11 19:00:00+00,34.7,0.1,34.9,6815
2023/10/11 20:00:00+00,37.6,1.2,39.4,6816
2023/10/11 21:00:00+00,18.8,0.1,18.8,6817
2023/10/11 22:00:00+00,35.5,3.5,41,6818
2023/10/11 23:00:00+00,16.3,0.3,16.6,6819
2023/10/12 00:00:00+00,14.5,0,14.3,6820
2023/10/12 01:00:00+00,8.7,0,8.3,6821
2023/10/12 02:00:00+00,7.3,0,6.9,6822
2023/10/12 03:00:00+00,6.5,0,6.1,6823
2023/10/12 04:00:00+00,7.8,0,7.4,6824
2023/10/12 05:00:00+00,13.4,0,13.1,6825
2023/10/12 06:00:00+00,31.9,0.7,33,6826
2023/10/12 07:00:00+00,37.3,4,43.1,6827
2023/10/12 08:00:00+00,34.5,1.6,36.9,6828
2023/10/12 09:00:00+00,25.8,1.5,28.1,6829
2023/10/12 10:00:00+00,26.3,2.7,30.5,6830
2023/10/12 11:00:00+00,28.4,4.3,35,6831
2023/10/12 12:00:00+00,24.6,4.1,30.9,6832
2023/10/12 13:00:00+00,19.9,1.5,22.4,6833
2023/10/12 14:00:00+00,19.9,1.6,22.4,6834
2023/10/12 15:00:00+00,23.8,1.8,26.6,6835
2023/10/12 16:00:00+00,22.8,1.3,24.9,6836
2023/10/12 17:00:00+00,26.4,0.8,27.7,6837
2023/10/12 18:00:00+00,34.6,1.3,36.5,6838
2023/10/12 19:00:00+00,32.4,0.7,33.4,6839
2023/10/12 20:00:00+00,42.1,2.6,46.1,6840
2023/10/12 21:00:00+00,38.5,5.3,46.7,6841
2023/10/12 22:00:00+00,30.1,2.1,33.4,6842
2023/10/12 23:00:00+00,13.9,0.2,14.1,6843
2023/10/13 00:00:00+00,12.3,0,12.3,6844
2023/10/13 01:00:00+00,14.2,0.1,14.4,6845
2023/10/13 02:00:00+00,14.7,0.5,15.4,6846
2023/10/13 03:00:00+00,13.8,0.6,14.7,6847
2023/10/13 04:00:00+00,13.5,0.4,14.1,6848
2023/10/13 05:00:00+00,18.2,1.2,20,6849
2023/10/13 06:00:00+00,38,14.3,59.2,6850
2023/10/13 07:00:00+00,35.3,2.5,39.1,6851
2023/10/13 08:00:00+00,26.4,0.9,27.7,6852
2023/10/13 09:00:00+00,20.4,1,21.9,6853
2023/10/13 10:00:00+00,16.1,1.5,18.4,6854
2023/10/13 11:00:00+00,16.4,2.2,19.7,6855
2023/10/13 12:00:00+00,14.8,1,16.5,6856
2023/10/13 13:00:00+00,15.1,1,16.6,6857
2023/10/13 14:00:00+00,12.5,0.5,13.2,6858
2023/10/13 15:00:00+00,12.1,0.1,12.3,6859
2023/10/13 16:00:00+00,13,0.1,13,6860
2023/10/13 17:00:00+00,10.4,0,10.3,6861
2023/10/13 18:00:00+00,11.3,0,11.1,6862
2023/10/13 19:00:00+00,10.9,0.1,10.9,6863
2023/10/13 20:00:00+00,9,0,8.9,6864
2023/10/13 21:00:00+00,8.6,0,8.6,6865
2023/10/13 22:00:00+00,6.9,0,6.6,6866
2023/10/13 23:00:00+00,5.3,0,4.9,6867
2023/10/14 00:00:00+00,3.6,0,3.3,6868
2023/10/14 01:00:00+00,3.4,0,3.1,6869
2023/10/14 02:00:00+00,4.7,0,4.3,6870
2023/10/14 03:00:00+00,5.2,0,5,6871
2023/10/14 04:00:00+00,6.8,0.1,6.8,6872
2023/10/14 05:00:00+00,10,0.5,10.7,6873
2023/10/14 06:00:00+00,12.7,0.7,13.8,6874
2023/10/14 07:00:00+00,20.7,1.1,22.3,6875
2023/10/14 08:00:00+00,19.7,1.1,21.4,6876
2023/10/14 09:00:00+00,17.6,2.6,21.5,6877
2023/10/14 10:00:00+00,14.4,2.6,18.4,6878
2023/10/14 11:00:00+00,14.5,2.3,18,6879
2023/10/14 12:00:00+00,16.7,1.2,18.6,6880
2023/10/14 13:00:00+00,18.7,2.2,21.9,6881
